dates;spei01;prov
16/05/1972;-0.2;BIVG
16/06/1972;0.6;BIVG
16/07/1972;0.2;BIVG
16/08/1972;0.7;BIVG
16/09/1972;-0.7;BIVG
16/10/1972;-0.7;BIVG
16/11/1972;0.8;BIVG
16/12/1972;-0.7;BIVG
16/01/1973;-0.1;BIVG
15/02/1973;0.1;BIVG
16/03/1973;-1.4;BIVG
16/04/1973;0.1;BIVG
16/05/1973;0.6;BIVG
16/06/1973;-0.7;BIVG
16/07/1973;0.9;BIVG
16/08/1973;-0.5;BIVG
16/09/1973;-0.1;BIVG
16/10/1973;-0.5;BIVG
16/11/1973;-1;BIVG
16/12/1973;0;BIVG
16/01/1974;-1.4;BIVG
15/02/1974;0.2;BIVG
16/03/1974;0.5;BIVG
16/04/1974;-1;BIVG
16/05/1974;0.1;BIVG
16/06/1974;0.5;BIVG
16/07/1974;-0.3;BIVG
16/08/1974;-0.5;BIVG
16/09/1974;1.1;BIVG
16/10/1974;1.6;BIVG
16/11/1974;0.7;BIVG
16/12/1974;-0.7;BIVG
16/01/1975;0.6;BIVG
15/02/1975;-1.6;BIVG
16/03/1975;1;BIVG
16/04/1975;0.3;BIVG
16/05/1975;0.6;BIVG
16/06/1975;-0.3;BIVG
16/07/1975;-0.3;BIVG
16/08/1975;0.5;BIVG
16/09/1975;1.4;BIVG
16/10/1975;-0.4;BIVG
16/11/1975;1.3;BIVG
16/12/1975;-0.6;BIVG
16/01/1976;-1.2;BIVG
15/02/1976;0.4;BIVG
16/03/1976;-1.3;BIVG
16/04/1976;-1.1;BIVG
16/05/1976;-1.5;BIVG
16/06/1976;-2.5;BIVG
16/07/1976;-0.5;BIVG
16/08/1976;-0.9;BIVG
16/09/1976;1.4;BIVG
16/10/1976;0.5;BIVG
16/11/1976;0.8;BIVG
16/12/1976;0.2;BIVG
16/01/1977;0.9;BIVG
15/02/1977;2.3;BIVG
16/03/1977;0.5;BIVG
16/04/1977;0.6;BIVG
16/05/1977;1.4;BIVG
16/06/1977;1.5;BIVG
16/07/1977;1.6;BIVG
16/08/1977;1.7;BIVG
16/09/1977;-1.5;BIVG
16/10/1977;0.3;BIVG
16/11/1977;0.1;BIVG
16/12/1977;0.4;BIVG
16/01/1978;1;BIVG
15/02/1978;1.6;BIVG
16/03/1978;1.9;BIVG
16/04/1978;0.6;BIVG
16/05/1978;0.5;BIVG
16/06/1978;0.1;BIVG
16/07/1978;0.5;BIVG
16/08/1978;-0.3;BIVG
16/09/1978;-0.9;BIVG
16/10/1978;-1.4;BIVG
16/11/1978;-2;BIVG
16/12/1978;0.9;BIVG
16/01/1979;0.5;BIVG
15/02/1979;1.4;BIVG
16/03/1979;1.8;BIVG
16/04/1979;0.9;BIVG
16/05/1979;0.8;BIVG
16/06/1979;0.7;BIVG
16/07/1979;-0.7;BIVG
16/08/1979;1.1;BIVG
16/09/1979;-1.1;BIVG
16/10/1979;1.4;BIVG
16/11/1979;-0.4;BIVG
16/12/1979;1;BIVG
16/01/1980;0.1;BIVG
15/02/1980;0.6;BIVG
16/03/1980;1.3;BIVG
16/04/1980;-0.6;BIVG
16/05/1980;0.5;BIVG
16/06/1980;0.9;BIVG
16/07/1980;0.9;BIVG
16/08/1980;-0.2;BIVG
16/09/1980;-0.2;BIVG
16/10/1980;0.5;BIVG
16/11/1980;-0.6;BIVG
16/12/1980;0.3;BIVG
16/01/1981;1.6;BIVG
15/02/1981;-0.3;BIVG
16/03/1981;1.1;BIVG
16/04/1981;-0.8;BIVG
16/05/1981;1.4;BIVG
16/06/1981;1.7;BIVG
16/07/1981;1.2;BIVG
16/08/1981;-0.3;BIVG
16/09/1981;0.9;BIVG
16/10/1981;1.2;BIVG
16/11/1981;-1;BIVG
16/12/1981;1.9;BIVG
16/01/1982;0.7;BIVG
15/02/1982;-1.1;BIVG
16/03/1982;0.7;BIVG
16/04/1982;-1.3;BIVG
16/05/1982;-0.6;BIVG
16/06/1982;0.8;BIVG
16/07/1982;-0.4;BIVG
16/08/1982;0.3;BIVG
16/09/1982;0.2;BIVG
16/10/1982;1.2;BIVG
16/11/1982;0.7;BIVG
16/12/1982;1.7;BIVG
16/01/1983;-0.4;BIVG
15/02/1983;0.4;BIVG
16/03/1983;0.4;BIVG
16/04/1983;2.2;BIVG
16/05/1983;2.2;BIVG
16/06/1983;-0.8;BIVG
16/07/1983;-1.1;BIVG
16/08/1983;-0.1;BIVG
16/09/1983;0.1;BIVG
16/10/1983;-0.8;BIVG
16/11/1983;-1.3;BIVG
16/12/1983;-1;BIVG
16/01/1984;1.4;BIVG
15/02/1984;0.1;BIVG
16/03/1984;-0.2;BIVG
16/04/1984;-1.5;BIVG
16/05/1984;1.6;BIVG
16/06/1984;0.1;BIVG
16/07/1984;-0.8;BIVG
16/08/1984;-0.2;BIVG
16/09/1984;1.6;BIVG
16/10/1984;0.7;BIVG
16/11/1984;0.7;BIVG
16/12/1984;-0.4;BIVG
16/01/1985;-0.1;BIVG
15/02/1985;-0.8;BIVG
16/03/1985;0.6;BIVG
16/04/1985;0.2;BIVG
16/05/1985;2;BIVG
16/06/1985;1;BIVG
16/07/1985;-0.7;BIVG
16/08/1985;-0.5;BIVG
16/09/1985;-2;BIVG
16/10/1985;-2.1;BIVG
16/11/1985;-0.7;BIVG
16/12/1985;-0.4;BIVG
16/01/1986;1.2;BIVG
15/02/1986;0.1;BIVG
16/03/1986;0.5;BIVG
16/04/1986;2;BIVG
16/05/1986;0.9;BIVG
16/06/1986;-0.5;BIVG
16/07/1986;-0.7;BIVG
16/08/1986;0.7;BIVG
16/09/1986;0.3;BIVG
16/10/1986;-0.2;BIVG
16/11/1986;-0.8;BIVG
16/12/1986;0.7;BIVG
16/01/1987;-1.4;BIVG
15/02/1987;0.6;BIVG
16/03/1987;0.3;BIVG
16/04/1987;-0.4;BIVG
16/05/1987;0.8;BIVG
16/06/1987;2.4;BIVG
16/07/1987;1.2;BIVG
16/08/1987;-0.1;BIVG
16/09/1987;0.2;BIVG
16/10/1987;1.2;BIVG
16/11/1987;-0.2;BIVG
16/12/1987;-0.6;BIVG
16/01/1988;1.6;BIVG
15/02/1988;1;BIVG
16/03/1988;1.7;BIVG
16/04/1988;-0.2;BIVG
16/05/1988;2.1;BIVG
16/06/1988;0.7;BIVG
16/07/1988;0.7;BIVG
16/08/1988;-0.7;BIVG
16/09/1988;0.2;BIVG
16/10/1988;0.6;BIVG
16/11/1988;-1.3;BIVG
16/12/1988;-0.3;BIVG
16/01/1989;-1.9;BIVG
15/02/1989;-0.1;BIVG
16/03/1989;-0.7;BIVG
16/04/1989;2.1;BIVG
16/05/1989;-1.7;BIVG
16/06/1989;-1.2;BIVG
16/07/1989;0.1;BIVG
16/08/1989;-0.9;BIVG
16/09/1989;-0.8;BIVG
16/10/1989;-1.2;BIVG
16/11/1989;-0.5;BIVG
16/12/1989;-0.4;BIVG
16/01/1990;-0.4;BIVG
15/02/1990;0.7;BIVG
16/03/1990;-1.5;BIVG
16/04/1990;0.4;BIVG
16/05/1990;-1.1;BIVG
16/06/1990;0.9;BIVG
16/07/1990;-1.3;BIVG
16/08/1990;-1.3;BIVG
16/09/1990;-0.8;BIVG
16/10/1990;0.5;BIVG
16/11/1990;0.9;BIVG
16/12/1990;0.5;BIVG
16/01/1991;-1.3;BIVG
15/02/1991;-0.8;BIVG
16/03/1991;0.5;BIVG
16/04/1991;-0.3;BIVG
16/05/1991;-1.2;BIVG
16/06/1991;0.7;BIVG
16/07/1991;-0.4;BIVG
16/08/1991;-2.1;BIVG
16/09/1991;1;BIVG
16/10/1991;0.1;BIVG
16/11/1991;0.5;BIVG
16/12/1991;-1.2;BIVG
16/01/1992;-2;BIVG
15/02/1992;-0.5;BIVG
16/03/1992;0.4;BIVG
16/04/1992;0.1;BIVG
16/05/1992;-0.6;BIVG
16/06/1992;1.4;BIVG
16/07/1992;0.7;BIVG
16/08/1992;0.5;BIVG
16/09/1992;-0.3;BIVG
16/10/1992;1.1;BIVG
16/11/1992;1.3;BIVG
16/12/1992;-1.7;BIVG
16/01/1993;-0.9;BIVG
15/02/1993;-1.5;BIVG
16/03/1993;-1.4;BIVG
16/04/1993;1;BIVG
16/05/1993;0.5;BIVG
16/06/1993;0.9;BIVG
16/07/1993;0.4;BIVG
16/08/1993;-1;BIVG
16/09/1993;2.2;BIVG
16/10/1993;1.7;BIVG
16/11/1993;-1.6;BIVG
16/12/1993;0.8;BIVG
16/01/1994;1.8;BIVG
15/02/1994;0.8;BIVG
16/03/1994;-1;BIVG
16/04/1994;1.2;BIVG
16/05/1994;0.8;BIVG
16/06/1994;-0.4;BIVG
16/07/1994;-0.6;BIVG
16/08/1994;-0.2;BIVG
16/09/1994;1.8;BIVG
16/10/1994;-0.6;BIVG
16/11/1994;0.1;BIVG
16/12/1994;-0.4;BIVG
16/01/1995;1.8;BIVG
15/02/1995;1.2;BIVG
16/03/1995;0.9;BIVG
16/04/1995;1.1;BIVG
16/05/1995;1;BIVG
16/06/1995;-0.9;BIVG
16/07/1995;-0.6;BIVG
16/08/1995;-0.3;BIVG
16/09/1995;1.5;BIVG
16/10/1995;-0.7;BIVG
16/11/1995;-0.8;BIVG
16/12/1995;0.5;BIVG
16/01/1996;-0.5;BIVG
15/02/1996;0.4;BIVG
16/03/1996;-1;BIVG
16/04/1996;-1.2;BIVG
16/05/1996;1.1;BIVG
16/06/1996;-1.6;BIVG
16/07/1996;-0.1;BIVG
16/08/1996;0.3;BIVG
16/09/1996;-0.8;BIVG
16/10/1996;-0.6;BIVG
16/11/1996;2.2;BIVG
16/12/1996;-0.2;BIVG
16/01/1997;-1.1;BIVG
15/02/1997;-0.3;BIVG
16/03/1997;-1.6;BIVG
16/04/1997;-1.5;BIVG
16/05/1997;0.3;BIVG
16/06/1997;1.7;BIVG
16/07/1997;0.4;BIVG
16/08/1997;-0.5;BIVG
16/09/1997;-1.6;BIVG
16/10/1997;-1.2;BIVG
16/11/1997;1;BIVG
16/12/1997;0.4;BIVG
16/01/1998;0.6;BIVG
15/02/1998;-1.5;BIVG
16/03/1998;-0.6;BIVG
16/04/1998;2.1;BIVG
16/05/1998;-1.1;BIVG
16/06/1998;-0.7;BIVG
16/07/1998;-0.6;BIVG
16/08/1998;-1.4;BIVG
16/09/1998;1.4;BIVG
16/10/1998;0.9;BIVG
16/11/1998;-0.5;BIVG
16/12/1998;-0.8;BIVG
16/01/1999;0.9;BIVG
15/02/1999;1.6;BIVG
16/03/1999;0.8;BIVG
16/04/1999;0.8;BIVG
16/05/1999;0.2;BIVG
16/06/1999;0;BIVG
16/07/1999;0.1;BIVG
16/08/1999;0.2;BIVG
16/09/1999;1.3;BIVG
16/10/1999;0.2;BIVG
16/11/1999;-0.2;BIVG
16/12/1999;1.6;BIVG
16/01/2000;-1.6;BIVG
15/02/2000;0.7;BIVG
16/03/2000;-0.5;BIVG
16/04/2000;0.7;BIVG
16/05/2000;-0.1;BIVG
16/06/2000;-1.3;BIVG
16/07/2000;2;BIVG
16/08/2000;-0.6;BIVG
16/09/2000;-0.1;BIVG
16/10/2000;0.5;BIVG
16/11/2000;1.5;BIVG
16/12/2000;-0.9;BIVG
16/01/2001;0.2;BIVG
15/02/2001;-0.7;BIVG
16/03/2001;2.4;BIVG
16/04/2001;1.6;BIVG
16/05/2001;-0.3;BIVG
16/06/2001;-0.5;BIVG
16/07/2001;0.7;BIVG
16/08/2001;-0.3;BIVG
16/09/2001;0.6;BIVG
16/10/2001;0.5;BIVG
16/11/2001;-0.2;BIVG
16/12/2001;-0.9;BIVG
16/01/2002;-1;BIVG
15/02/2002;0.5;BIVG
16/03/2002;-0.9;BIVG
16/04/2002;-1.3;BIVG
16/05/2002;0.8;BIVG
16/06/2002;-0.8;BIVG
16/07/2002;0.4;BIVG
16/08/2002;1;BIVG
16/09/2002;-0.2;BIVG
16/10/2002;0.3;BIVG
16/11/2002;2;BIVG
16/12/2002;0.6;BIVG
16/01/2003;0.5;BIVG
15/02/2003;-0.8;BIVG
16/03/2003;-1.7;BIVG
16/04/2003;-1;BIVG
16/05/2003;-0.7;BIVG
16/06/2003;-1.3;BIVG
16/07/2003;-0.9;BIVG
16/08/2003;-1.5;BIVG
16/09/2003;-1.3;BIVG
16/10/2003;1.2;BIVG
16/11/2003;-0.3;BIVG
16/12/2003;0.1;BIVG
16/01/2004;1.8;BIVG
15/02/2004;-1;BIVG
16/03/2004;-0.2;BIVG
16/04/2004;0;BIVG
16/05/2004;-0.6;BIVG
16/06/2004;-1.3;BIVG
16/07/2004;0.1;BIVG
16/08/2004;1.5;BIVG
16/09/2004;-1.4;BIVG
16/10/2004;1.2;BIVG
16/11/2004;-0.6;BIVG
16/12/2004;-0.6;BIVG
16/01/2005;-0.3;BIVG
15/02/2005;0.1;BIVG
16/03/2005;-0.3;BIVG
16/04/2005;1.5;BIVG
16/05/2005;-0.6;BIVG
16/06/2005;-1.4;BIVG
16/07/2005;0;BIVG
16/08/2005;-1;BIVG
16/09/2005;-0.8;BIVG
16/10/2005;-0.5;BIVG
16/11/2005;-0.5;BIVG
16/12/2005;-0.3;BIVG
16/01/2006;-0.9;BIVG
15/02/2006;0.3;BIVG
16/03/2006;2;BIVG
16/04/2006;-0.3;BIVG
16/05/2006;0.8;BIVG
16/06/2006;-1.8;BIVG
16/07/2006;-1.3;BIVG
16/08/2006;1.5;BIVG
16/09/2006;-0.5;BIVG
16/10/2006;0.5;BIVG
16/11/2006;-0.5;BIVG
16/12/2006;-0.9;BIVG
16/01/2007;0;BIVG
15/02/2007;0.5;BIVG
16/03/2007;0.5;BIVG
16/04/2007;-1.8;BIVG
16/05/2007;1.6;BIVG
16/06/2007;1.3;BIVG
16/07/2007;1.2;BIVG
16/08/2007;1.2;BIVG
16/09/2007;-0.4;BIVG
16/10/2007;-0.9;BIVG
16/11/2007;-0.3;BIVG
16/12/2007;-0.5;BIVG
16/01/2008;0.1;BIVG
15/02/2008;-1.5;BIVG
16/03/2008;0.9;BIVG
16/04/2008;1.4;BIVG
16/05/2008;0.3;BIVG
16/06/2008;-0.1;BIVG
16/07/2008;0.4;BIVG
16/08/2008;0.6;BIVG
16/09/2008;0.4;BIVG
16/10/2008;0.5;BIVG
16/11/2008;-0.3;BIVG
16/12/2008;-0.8;BIVG
16/01/2009;-0.7;BIVG
15/02/2009;0.4;BIVG
16/03/2009;-0.7;BIVG
16/04/2009;-0.1;BIVG
16/05/2009;-1.2;BIVG
16/06/2009;0;BIVG
16/07/2009;0.3;BIVG
16/08/2009;-1.5;BIVG
16/09/2009;-0.8;BIVG
16/10/2009;-0.9;BIVG
16/11/2009;0.5;BIVG
16/12/2009;0.6;BIVG
16/01/2010;-0.7;BIVG
15/02/2010;0.6;BIVG
16/03/2010;-0.1;BIVG
16/04/2010;-1.6;BIVG
16/05/2010;0.6;BIVG
16/06/2010;0.3;BIVG
16/07/2010;-0.9;BIVG
16/08/2010;0.1;BIVG
16/09/2010;0.4;BIVG
16/10/2010;-0.6;BIVG
16/11/2010;0.4;BIVG
16/12/2010;0.7;BIVG
16/01/2011;-1;BIVG
15/02/2011;-0.5;BIVG
16/03/2011;-0.6;BIVG
16/04/2011;-2.2;BIVG
16/05/2011;-2.1;BIVG
16/06/2011;-0.2;BIVG
16/07/2011;1.2;BIVG
16/08/2011;0.4;BIVG
16/09/2011;-1.2;BIVG
16/10/2011;-0.5;BIVG
16/11/2011;-1;BIVG
16/12/2011;2.1;BIVG
16/01/2012;0;BIVG
15/02/2012;-1.3;BIVG
16/03/2012;-1.6;BIVG
16/04/2012;1.2;BIVG
16/05/2012;0;BIVG
16/06/2012;0.7;BIVG
16/07/2012;-0.1;BIVG
16/08/2012;-1.3;BIVG
16/09/2012;-0.2;BIVG
16/10/2012;0.3;BIVG
16/11/2012;0.6;BIVG
16/12/2012;1.1;BIVG
16/01/2013;0.3;BIVG
15/02/2013;0.2;BIVG
16/03/2013;0.4;BIVG
16/04/2013;1;BIVG
16/05/2013;2;BIVG
16/06/2013;-0.5;BIVG
16/07/2013;-0.4;BIVG
16/08/2013;-0.9;BIVG
16/09/2013;0.4;BIVG
16/10/2013;1.1;BIVG
16/11/2013;1;BIVG
16/12/2013;-0.5;BIVG
16/01/2014;0.8;BIVG
15/02/2014;1.4;BIVG
16/03/2014;-1.6;BIVG
16/04/2014;-0.9;BIVG
16/05/2014;-0.2;BIVG
16/06/2014;-1.5;BIVG
16/07/2014;1.9;BIVG
16/08/2014;0.8;BIVG
16/09/2014;-1.4;BIVG
16/10/2014;0.4;BIVG
16/11/2014;1.4;BIVG
16/12/2014;-0.8;BIVG
16/01/2015;0.5;BIVG
15/02/2015;-0.3;BIVG
16/03/2015;-0.7;BIVG
16/04/2015;-0.6;BIVG
16/05/2015;0;BIVG
16/06/2015;-1.3;BIVG
16/07/2015;-1.7;BIVG
16/08/2015;0.1;BIVG
16/09/2015;0.1;BIVG
16/10/2015;-0.5;BIVG
16/11/2015;-1;BIVG
16/12/2015;-1.9;BIVG
16/01/2016;1.8;BIVG
15/02/2016;1;BIVG
16/03/2016;0.1;BIVG
16/04/2016;1;BIVG
16/05/2016;1.7;BIVG
16/06/2016;1.5;BIVG
16/07/2016;-1.1;BIVG
16/08/2016;-1.8;BIVG
16/09/2016;-1.3;BIVG
16/10/2016;-0.5;BIVG
16/11/2016;0.5;BIVG
16/12/2016;-2.2;BIVG
16/01/2017;-1.2;BIVG
15/02/2017;-0.3;BIVG
16/03/2017;0;BIVG
16/04/2017;-1.2;BIVG
16/05/2017;0.2;BIVG
16/06/2017;-0.7;BIVG
16/07/2017;-0.1;BIVG
16/08/2017;-0.7;BIVG
16/09/2017;0.3;BIVG
16/10/2017;-1.4;BIVG
16/11/2017;-0.1;BIVG
16/12/2017;1.4;BIVG
16/01/2018;2.1;BIVG
15/02/2018;-0.1;BIVG
16/03/2018;1.7;BIVG
16/04/2018;-0.2;BIVG
16/05/2018;0;BIVG
16/06/2018;-0.6;BIVG
16/07/2018;-1.2;BIVG
16/08/2018;-1.7;BIVG
16/09/2018;-2.1;BIVG
16/10/2018;-1.4;BIVG
16/11/2018;-1;BIVG
16/12/2018;1;BIVG
16/01/2019;-0.5;BIVG
15/02/2019;-1.8;BIVG
16/03/2019;-0.6;BIVG
16/04/2019;-0.2;BIVG
16/05/2019;-0.2;BIVG
16/06/2019;-0.5;BIVG
16/07/2019;-1.5;BIVG
16/08/2019;-1.3;BIVG
16/09/2019;-1.4;BIVG
16/10/2019;1.1;BIVG
16/11/2019;1.2;BIVG
16/12/2019;0.8;BIVG
16/01/2020;-0.9;BIVG
15/02/2020;0.3;BIVG
16/03/2020;-0.1;BIVG
16/04/2020;-1.5;BIVG
16/05/2020;-0.7;BIVG
16/06/2020;0.3;BIVG
16/07/2020;-1.8;BIVG
16/08/2020;-0.4;BIVG
16/09/2020;-0.7;BIVG
16/10/2020;1.5;BIVG
16/11/2020;-2.1;BIVG
16/12/2020;0.9;BIVG
16/01/2021;1.2;BIVG
15/02/2021;-0.9;BIVG
16/03/2021;-1;BIVG
16/04/2021;-1.3;BIVG
16/05/2021;1.5;BIVG
16/06/2021;0.4;BIVG
16/07/2021;1.5;BIVG
16/08/2021;-0.6;BIVG
16/09/2021;0.2;BIVG
16/10/2021;-0.5;BIVG
16/11/2021;-1.6;BIVG
16/12/2021;1.2;BIVG
16/01/2022;-1.7;BIVG
15/02/2022;-1.2;BIVG
16/03/2022;-1.3;BIVG
16/04/2022;-0.4;BIVG
16/05/2022;-2.5;BIVG
16/06/2022;0.7;BIVG
16/07/2022;-1.8;BIVG
16/08/2022;-1.7;BIVG
16/09/2022;0.5;BIVG
16/10/2022;-0.6;BIVG
16/11/2022;0;BIVG
16/12/2022;-0.5;BIVG
16/01/2023;-0.2;BIVG
15/02/2023;-1.9;BIVG
16/03/2023;0.9;BIVG
16/04/2023;0.3;BIVG
16/05/2023;-0.7;BIVG
16/06/2023;-0.1;BIVG
16/07/2023;-0.7;BIVG
16/08/2023;-0.5;BIVG
16/09/2023;-0.9;BIVG
16/10/2023;0.6;BIVG
16/11/2023;1.6;BIVG
16/12/2023;0.6;BIVG
16/01/1901;-0.2;BOLE
15/02/1901;-0.3;BOLE
16/03/1901;1.3;BOLE
16/04/1901;0.8;BOLE
16/05/1901;-0.8;BOLE
16/06/1901;-0.4;BOLE
16/07/1901;-0.3;BOLE
16/08/1901;0;BOLE
16/09/1901;0.2;BOLE
16/10/1901;0.4;BOLE
16/11/1901;0.3;BOLE
16/12/1901;0.5;BOLE
16/01/1902;-1.2;BOLE
15/02/1902;-0.4;BOLE
16/03/1902;1.1;BOLE
16/04/1902;1.1;BOLE
16/05/1902;0.8;BOLE
16/06/1902;0.3;BOLE
16/07/1902;0.2;BOLE
16/08/1902;0.5;BOLE
16/09/1902;0.3;BOLE
16/10/1902;0.7;BOLE
16/11/1902;-1.1;BOLE
16/12/1902;0.8;BOLE
16/01/1903;-0.8;BOLE
15/02/1903;-0.6;BOLE
16/03/1903;-1.4;BOLE
16/04/1903;1.6;BOLE
16/05/1903;-0.1;BOLE
16/06/1903;0.1;BOLE
16/07/1903;0.5;BOLE
16/08/1903;0.3;BOLE
16/09/1903;-0.2;BOLE
16/10/1903;0.6;BOLE
16/11/1903;1.1;BOLE
16/12/1903;-0.5;BOLE
16/01/1904;-0.8;BOLE
15/02/1904;0;BOLE
16/03/1904;-0.5;BOLE
16/04/1904;0.6;BOLE
16/05/1904;0.5;BOLE
16/06/1904;-1;BOLE
16/07/1904;-1.5;BOLE
16/08/1904;-1.1;BOLE
16/09/1904;0.6;BOLE
16/10/1904;0.7;BOLE
16/11/1904;0.7;BOLE
16/12/1904;0.3;BOLE
16/01/1905;0.7;BOLE
15/02/1905;-0.6;BOLE
16/03/1905;-0.1;BOLE
16/04/1905;1.3;BOLE
16/05/1905;-0.6;BOLE
16/06/1905;-0.9;BOLE
16/07/1905;0;BOLE
16/08/1905;0.7;BOLE
16/09/1905;0.7;BOLE
16/10/1905;1;BOLE
16/11/1905;0.6;BOLE
16/12/1905;-0.7;BOLE
16/01/1906;-0.1;BOLE
15/02/1906;-0.2;BOLE
16/03/1906;1.1;BOLE
16/04/1906;-1.1;BOLE
16/05/1906;0.1;BOLE
16/06/1906;0.5;BOLE
16/07/1906;-0.4;BOLE
16/08/1906;0;BOLE
16/09/1906;1.7;BOLE
16/10/1906;-0.3;BOLE
16/11/1906;-0.9;BOLE
16/12/1906;1;BOLE
16/01/1907;0.6;BOLE
15/02/1907;0.7;BOLE
16/03/1907;1.1;BOLE
16/04/1907;0.9;BOLE
16/05/1907;-1.2;BOLE
16/06/1907;0.2;BOLE
16/07/1907;1.2;BOLE
16/08/1907;-0.1;BOLE
16/09/1907;-0.1;BOLE
16/10/1907;-1.3;BOLE
16/11/1907;-0.1;BOLE
16/12/1907;1.2;BOLE
16/01/1908;-0.4;BOLE
15/02/1908;0.7;BOLE
16/03/1908;0.9;BOLE
16/04/1908;1.3;BOLE
16/05/1908;0.9;BOLE
16/06/1908;-1.1;BOLE
16/07/1908;0.3;BOLE
16/08/1908;0.9;BOLE
16/09/1908;-0.1;BOLE
16/10/1908;-1.2;BOLE
16/11/1908;0.1;BOLE
16/12/1908;-0.9;BOLE
16/01/1909;0.1;BOLE
15/02/1909;1.4;BOLE
16/03/1909;0.3;BOLE
16/04/1909;0.2;BOLE
16/05/1909;0;BOLE
16/06/1909;0.9;BOLE
16/07/1909;0.9;BOLE
16/08/1909;-0.3;BOLE
16/09/1909;0.3;BOLE
16/10/1909;-0.7;BOLE
16/11/1909;0.9;BOLE
16/12/1909;0.6;BOLE
16/01/1910;-1.1;BOLE
15/02/1910;-0.5;BOLE
16/03/1910;-0.6;BOLE
16/04/1910;-0.1;BOLE
16/05/1910;0.9;BOLE
16/06/1910;0.3;BOLE
16/07/1910;0.9;BOLE
16/08/1910;1.5;BOLE
16/09/1910;1.2;BOLE
16/10/1910;-0.7;BOLE
16/11/1910;1.9;BOLE
16/12/1910;-0.7;BOLE
16/01/1911;0.1;BOLE
15/02/1911;1.1;BOLE
16/03/1911;0.2;BOLE
16/04/1911;-0.4;BOLE
16/05/1911;0.1;BOLE
16/06/1911;-1;BOLE
16/07/1911;-1.5;BOLE
16/08/1911;-1.5;BOLE
16/09/1911;0;BOLE
16/10/1911;-0.4;BOLE
16/11/1911;-0.6;BOLE
16/12/1911;1;BOLE
16/01/1912;0.4;BOLE
15/02/1912;-1;BOLE
16/03/1912;-0.4;BOLE
16/04/1912;0.2;BOLE
16/05/1912;0.4;BOLE
16/06/1912;0.3;BOLE
16/07/1912;-0.8;BOLE
16/08/1912;1.6;BOLE
16/09/1912;1.1;BOLE
16/10/1912;0.5;BOLE
16/11/1912;1;BOLE
16/12/1912;0.2;BOLE
16/01/1913;-0.3;BOLE
15/02/1913;-0.5;BOLE
16/03/1913;-1;BOLE
16/04/1913;-0.2;BOLE
16/05/1913;0.3;BOLE
16/06/1913;0.6;BOLE
16/07/1913;0.5;BOLE
16/08/1913;0.9;BOLE
16/09/1913;0.5;BOLE
16/10/1913;-0.7;BOLE
16/11/1913;-0.1;BOLE
16/12/1913;1.6;BOLE
16/01/1914;0.1;BOLE
15/02/1914;-1;BOLE
16/03/1914;1.2;BOLE
16/04/1914;-0.6;BOLE
16/05/1914;1;BOLE
16/06/1914;0.9;BOLE
16/07/1914;0.9;BOLE
16/08/1914;-0.7;BOLE
16/09/1914;0.9;BOLE
16/10/1914;0.8;BOLE
16/11/1914;-1.1;BOLE
16/12/1914;0.6;BOLE
16/01/1915;0.6;BOLE
15/02/1915;-0.6;BOLE
16/03/1915;1.7;BOLE
16/04/1915;0.8;BOLE
16/05/1915;-1.6;BOLE
16/06/1915;-1.7;BOLE
16/07/1915;0;BOLE
16/08/1915;1.1;BOLE
16/09/1915;1;BOLE
16/10/1915;1;BOLE
16/11/1915;0.4;BOLE
16/12/1915;-0.9;BOLE
16/01/1916;1;BOLE
15/02/1916;0.2;BOLE
16/03/1916;-0.5;BOLE
16/04/1916;-0.4;BOLE
16/05/1916;-0.1;BOLE
16/06/1916;1.4;BOLE
16/07/1916;0.5;BOLE
16/08/1916;0.2;BOLE
16/09/1916;-0.1;BOLE
16/10/1916;0.3;BOLE
16/11/1916;-0.3;BOLE
16/12/1916;1;BOLE
16/01/1917;1.3;BOLE
15/02/1917;0;BOLE
16/03/1917;1.1;BOLE
16/04/1917;1.3;BOLE
16/05/1917;-1.8;BOLE
16/06/1917;-2.1;BOLE
16/07/1917;-0.6;BOLE
16/08/1917;0;BOLE
16/09/1917;-0.9;BOLE
16/10/1917;1.1;BOLE
16/11/1917;-0.7;BOLE
16/12/1917;0.8;BOLE
16/01/1918;-0.2;BOLE
15/02/1918;0.1;BOLE
16/03/1918;-1.5;BOLE
16/04/1918;-0.8;BOLE
16/05/1918;-1.7;BOLE
16/06/1918;0.6;BOLE
16/07/1918;0.9;BOLE
16/08/1918;1;BOLE
16/09/1918;-0.1;BOLE
16/10/1918;0.7;BOLE
16/11/1918;-0.3;BOLE
16/12/1918;0.9;BOLE
16/01/1919;-1.3;BOLE
15/02/1919;-0.8;BOLE
16/03/1919;0.4;BOLE
16/04/1919;1.1;BOLE
16/05/1919;0.1;BOLE
16/06/1919;0.5;BOLE
16/07/1919;0.5;BOLE
16/08/1919;-0.4;BOLE
16/09/1919;-1.2;BOLE
16/10/1919;1.2;BOLE
16/11/1919;1.8;BOLE
16/12/1919;0.8;BOLE
16/01/1920;0.5;BOLE
15/02/1920;-0.9;BOLE
16/03/1920;-1.2;BOLE
16/04/1920;0.5;BOLE
16/05/1920;-0.1;BOLE
16/06/1920;-0.1;BOLE
16/07/1920;0.2;BOLE
16/08/1920;0.9;BOLE
16/09/1920;0.2;BOLE
16/10/1920;-1.1;BOLE
