dates;spei01;prov
16/04/1946;NA;SPEI_compilé
16/05/1946;NA;SPEI_compilé
16/06/1946;NA;SPEI_compilé
16/07/1946;NA;SPEI_compilé
16/08/1946;NA;SPEI_compilé
16/09/1946;NA;SPEI_compilé
16/10/1946;NA;SPEI_compilé
16/11/1946;NA;SPEI_compilé
16/12/1946;NA;SPEI_compilé
16/01/1947;NA;SPEI_compilé
15/02/1947;NA;SPEI_compilé
16/03/1947;NA;SPEI_compilé
16/04/1947;NA;SPEI_compilé
16/05/1947;NA;SPEI_compilé
16/06/1947;NA;SPEI_compilé
16/07/1947;NA;SPEI_compilé
16/08/1947;NA;SPEI_compilé
16/09/1947;NA;SPEI_compilé
16/10/1947;NA;SPEI_compilé
16/11/1947;NA;SPEI_compilé
16/12/1947;NA;SPEI_compilé
16/01/1948;NA;SPEI_compilé
15/02/1948;NA;SPEI_compilé
16/03/1948;NA;SPEI_compilé
16/04/1948;NA;SPEI_compilé
16/05/1948;NA;SPEI_compilé
16/06/1948;NA;SPEI_compilé
16/07/1948;NA;SPEI_compilé
16/08/1948;NA;SPEI_compilé
16/09/1948;NA;SPEI_compilé
16/10/1948;NA;SPEI_compilé
16/11/1948;NA;SPEI_compilé
16/12/1948;NA;SPEI_compilé
16/01/1949;NA;SPEI_compilé
15/02/1949;NA;SPEI_compilé
16/03/1949;NA;SPEI_compilé
16/04/1949;NA;SPEI_compilé
16/05/1949;NA;SPEI_compilé
16/06/1949;NA;SPEI_compilé
16/07/1949;NA;SPEI_compilé
16/08/1949;NA;SPEI_compilé
16/09/1949;NA;SPEI_compilé
16/10/1949;NA;SPEI_compilé
16/11/1949;NA;SPEI_compilé
16/12/1949;NA;SPEI_compilé
16/01/1950;NA;SPEI_compilé
15/02/1950;NA;SPEI_compilé
16/03/1950;NA;SPEI_compilé
16/04/1950;NA;SPEI_compilé
16/05/1950;NA;SPEI_compilé
16/06/1950;NA;SPEI_compilé
16/07/1950;NA;SPEI_compilé
16/08/1950;NA;SPEI_compilé
16/09/1950;NA;SPEI_compilé
16/10/1950;NA;SPEI_compilé
16/11/1950;NA;SPEI_compilé
16/12/1950;NA;SPEI_compilé
16/01/1951;NA;SPEI_compilé
15/02/1951;NA;SPEI_compilé
16/03/1951;NA;SPEI_compilé
16/04/1951;NA;SPEI_compilé
16/05/1951;NA;SPEI_compilé
16/06/1951;NA;SPEI_compilé
16/07/1951;NA;SPEI_compilé
16/08/1951;NA;SPEI_compilé
16/09/1951;NA;SPEI_compilé
16/10/1951;NA;SPEI_compilé
16/11/1951;NA;SPEI_compilé
16/12/1951;NA;SPEI_compilé
16/01/1952;NA;SPEI_compilé
15/02/1952;NA;SPEI_compilé
16/03/1952;NA;SPEI_compilé
16/04/1952;NA;SPEI_compilé
16/05/1952;NA;SPEI_compilé
16/06/1952;NA;SPEI_compilé
16/07/1952;NA;SPEI_compilé
16/08/1952;NA;SPEI_compilé
16/09/1952;NA;SPEI_compilé
16/10/1952;NA;SPEI_compilé
16/11/1952;NA;SPEI_compilé
16/12/1952;NA;SPEI_compilé
16/01/1953;NA;SPEI_compilé
15/02/1953;NA;SPEI_compilé
16/03/1953;NA;SPEI_compilé
16/04/1953;NA;SPEI_compilé
16/05/1953;NA;SPEI_compilé
16/06/1953;NA;SPEI_compilé
16/07/1953;NA;SPEI_compilé
16/08/1953;NA;SPEI_compilé
16/09/1953;NA;SPEI_compilé
16/10/1953;NA;SPEI_compilé
16/11/1953;NA;SPEI_compilé
16/12/1953;NA;SPEI_compilé
16/01/1954;NA;SPEI_compilé
15/02/1954;NA;SPEI_compilé
16/03/1954;NA;SPEI_compilé
16/04/1954;NA;SPEI_compilé
16/05/1954;NA;SPEI_compilé
16/06/1954;NA;SPEI_compilé
16/07/1954;NA;SPEI_compilé
16/08/1954;NA;SPEI_compilé
16/09/1954;NA;SPEI_compilé
16/10/1954;NA;SPEI_compilé
16/11/1954;NA;SPEI_compilé
16/12/1954;NA;SPEI_compilé
16/01/1955;NA;SPEI_compilé
15/02/1955;NA;SPEI_compilé
16/03/1955;NA;SPEI_compilé
16/04/1955;NA;SPEI_compilé
16/05/1955;NA;SPEI_compilé
16/06/1955;NA;SPEI_compilé
16/07/1955;NA;SPEI_compilé
16/08/1955;NA;SPEI_compilé
16/09/1955;NA;SPEI_compilé
16/10/1955;NA;SPEI_compilé
16/11/1955;NA;SPEI_compilé
16/12/1955;NA;SPEI_compilé
16/01/1956;NA;SPEI_compilé
15/02/1956;NA;SPEI_compilé
16/03/1956;NA;SPEI_compilé
16/04/1956;NA;SPEI_compilé
16/05/1956;NA;SPEI_compilé
16/06/1956;NA;SPEI_compilé
16/07/1956;NA;SPEI_compilé
16/08/1956;NA;SPEI_compilé
16/09/1956;NA;SPEI_compilé
16/10/1956;NA;SPEI_compilé
16/11/1956;NA;SPEI_compilé
16/12/1956;NA;SPEI_compilé
16/01/1957;NA;SPEI_compilé
15/02/1957;NA;SPEI_compilé
16/03/1957;NA;SPEI_compilé
16/04/1957;NA;SPEI_compilé
16/05/1957;NA;SPEI_compilé
16/06/1957;NA;SPEI_compilé
16/07/1957;NA;SPEI_compilé
16/08/1957;NA;SPEI_compilé
16/09/1957;NA;SPEI_compilé
16/10/1957;NA;SPEI_compilé
16/11/1957;NA;SPEI_compilé
16/12/1957;NA;SPEI_compilé
16/01/1958;NA;SPEI_compilé
15/02/1958;NA;SPEI_compilé
16/03/1958;NA;SPEI_compilé
16/04/1958;NA;SPEI_compilé
16/05/1958;NA;SPEI_compilé
16/06/1958;NA;SPEI_compilé
16/07/1958;NA;SPEI_compilé
16/08/1958;NA;SPEI_compilé
16/09/1958;NA;SPEI_compilé
16/10/1958;NA;SPEI_compilé
16/11/1958;NA;SPEI_compilé
16/12/1958;NA;SPEI_compilé
16/01/1959;NA;SPEI_compilé
15/02/1959;NA;SPEI_compilé
16/03/1959;NA;SPEI_compilé
16/04/1959;NA;SPEI_compilé
16/05/1959;NA;SPEI_compilé
16/06/1959;NA;SPEI_compilé
16/07/1959;NA;SPEI_compilé
16/08/1959;NA;SPEI_compilé
16/09/1959;NA;SPEI_compilé
16/10/1959;NA;SPEI_compilé
16/11/1959;NA;SPEI_compilé
16/12/1959;NA;SPEI_compilé
16/01/1960;NA;SPEI_compilé
15/02/1960;NA;SPEI_compilé
16/03/1960;NA;SPEI_compilé
16/04/1960;NA;SPEI_compilé
16/05/1960;NA;SPEI_compilé
16/06/1960;NA;SPEI_compilé
16/07/1960;NA;SPEI_compilé
16/08/1960;NA;SPEI_compilé
16/09/1960;NA;SPEI_compilé
16/10/1960;NA;SPEI_compilé
16/11/1960;NA;SPEI_compilé
16/12/1960;NA;SPEI_compilé
16/01/1961;NA;SPEI_compilé
15/02/1961;NA;SPEI_compilé
16/03/1961;NA;SPEI_compilé
16/04/1961;NA;SPEI_compilé
16/05/1961;NA;SPEI_compilé
16/06/1961;NA;SPEI_compilé
16/07/1961;NA;SPEI_compilé
16/08/1961;NA;SPEI_compilé
16/09/1961;NA;SPEI_compilé
16/10/1961;NA;SPEI_compilé
16/11/1961;NA;SPEI_compilé
16/12/1961;NA;SPEI_compilé
16/01/1962;NA;SPEI_compilé
15/02/1962;NA;SPEI_compilé
16/03/1962;NA;SPEI_compilé
16/04/1962;NA;SPEI_compilé
16/05/1962;NA;SPEI_compilé
16/06/1962;NA;SPEI_compilé
16/07/1962;NA;SPEI_compilé
16/08/1962;NA;SPEI_compilé
16/09/1962;NA;SPEI_compilé
16/10/1962;NA;SPEI_compilé
16/11/1962;NA;SPEI_compilé
16/12/1962;NA;SPEI_compilé
16/01/1963;NA;SPEI_compilé
15/02/1963;NA;SPEI_compilé
16/03/1963;NA;SPEI_compilé
16/04/1963;NA;SPEI_compilé
16/05/1963;NA;SPEI_compilé
16/06/1963;NA;SPEI_compilé
16/07/1963;NA;SPEI_compilé
16/08/1963;NA;SPEI_compilé
16/09/1963;NA;SPEI_compilé
16/10/1963;NA;SPEI_compilé
16/11/1963;NA;SPEI_compilé
16/12/1963;NA;SPEI_compilé
16/01/1964;NA;SPEI_compilé
15/02/1964;NA;SPEI_compilé
16/03/1964;NA;SPEI_compilé
16/04/1964;NA;SPEI_compilé
16/05/1964;NA;SPEI_compilé
16/06/1964;NA;SPEI_compilé
16/07/1964;NA;SPEI_compilé
16/08/1964;NA;SPEI_compilé
16/09/1964;NA;SPEI_compilé
16/10/1964;NA;SPEI_compilé
16/11/1964;NA;SPEI_compilé
16/12/1964;NA;SPEI_compilé
16/01/1965;NA;SPEI_compilé
15/02/1965;NA;SPEI_compilé
16/03/1965;NA;SPEI_compilé
16/04/1965;NA;SPEI_compilé
16/05/1965;NA;SPEI_compilé
16/06/1965;NA;SPEI_compilé
16/07/1965;NA;SPEI_compilé
16/08/1965;NA;SPEI_compilé
16/09/1965;NA;SPEI_compilé
16/10/1965;NA;SPEI_compilé
16/11/1965;NA;SPEI_compilé
16/12/1965;NA;SPEI_compilé
16/01/1966;NA;SPEI_compilé
15/02/1966;NA;SPEI_compilé
16/03/1966;NA;SPEI_compilé
16/04/1966;NA;SPEI_compilé
16/05/1966;NA;SPEI_compilé
16/06/1966;NA;SPEI_compilé
16/07/1966;NA;SPEI_compilé
16/08/1966;NA;SPEI_compilé
16/09/1966;NA;SPEI_compilé
16/10/1966;NA;SPEI_compilé
16/11/1966;NA;SPEI_compilé
16/12/1966;NA;SPEI_compilé
16/01/1967;NA;SPEI_compilé
15/02/1967;NA;SPEI_compilé
16/03/1967;NA;SPEI_compilé
16/04/1967;NA;SPEI_compilé
16/05/1967;NA;SPEI_compilé
16/06/1967;NA;SPEI_compilé
16/07/1967;NA;SPEI_compilé
16/08/1967;NA;SPEI_compilé
16/09/1967;NA;SPEI_compilé
16/10/1967;NA;SPEI_compilé
16/11/1967;NA;SPEI_compilé
16/12/1967;NA;SPEI_compilé
16/01/1968;NA;SPEI_compilé
15/02/1968;NA;SPEI_compilé
16/03/1968;NA;SPEI_compilé
16/04/1968;NA;SPEI_compilé
16/05/1968;NA;SPEI_compilé
16/06/1968;NA;SPEI_compilé
16/07/1968;NA;SPEI_compilé
16/08/1968;NA;SPEI_compilé
16/09/1968;NA;SPEI_compilé
16/10/1968;NA;SPEI_compilé
16/11/1968;NA;SPEI_compilé
16/12/1968;NA;SPEI_compilé
16/01/1969;NA;SPEI_compilé
15/02/1969;NA;SPEI_compilé
16/03/1969;NA;SPEI_compilé
16/04/1969;NA;SPEI_compilé
16/05/1969;NA;SPEI_compilé
16/06/1969;NA;SPEI_compilé
16/07/1969;NA;SPEI_compilé
16/08/1969;NA;SPEI_compilé
16/09/1969;NA;SPEI_compilé
16/10/1969;NA;SPEI_compilé
16/11/1969;NA;SPEI_compilé
16/12/1969;NA;SPEI_compilé
16/01/1970;NA;SPEI_compilé
15/02/1970;NA;SPEI_compilé
16/03/1970;NA;SPEI_compilé
16/04/1970;NA;SPEI_compilé
16/05/1970;NA;SPEI_compilé
16/06/1970;NA;SPEI_compilé
16/07/1970;NA;SPEI_compilé
16/08/1970;NA;SPEI_compilé
16/09/1970;NA;SPEI_compilé
16/10/1970;NA;SPEI_compilé
16/11/1970;NA;SPEI_compilé
16/12/1970;NA;SPEI_compilé
16/01/1971;NA;SPEI_compilé
15/02/1971;NA;SPEI_compilé
16/03/1971;NA;SPEI_compilé
16/04/1971;NA;SPEI_compilé
16/05/1971;NA;SPEI_compilé
16/06/1971;NA;SPEI_compilé
16/07/1971;NA;SPEI_compilé
16/08/1971;NA;SPEI_compilé
16/09/1971;NA;SPEI_compilé
16/10/1971;NA;SPEI_compilé
16/11/1971;NA;SPEI_compilé
16/12/1971;NA;SPEI_compilé
16/01/1972;NA;SPEI_compilé
15/02/1972;NA;SPEI_compilé
16/03/1972;NA;SPEI_compilé
16/04/1972;NA;SPEI_compilé
16/05/1972;NA;SPEI_compilé
16/06/1972;NA;SPEI_compilé
16/07/1972;NA;SPEI_compilé
16/08/1972;NA;SPEI_compilé
16/09/1972;NA;SPEI_compilé
16/10/1972;NA;SPEI_compilé
16/11/1972;NA;SPEI_compilé
16/12/1972;NA;SPEI_compilé
16/01/1973;NA;SPEI_compilé
15/02/1973;NA;SPEI_compilé
16/03/1973;NA;SPEI_compilé
16/04/1973;NA;SPEI_compilé
16/05/1973;NA;SPEI_compilé
16/06/1973;NA;SPEI_compilé
16/07/1973;NA;SPEI_compilé
16/08/1973;NA;SPEI_compilé
16/09/1973;NA;SPEI_compilé
16/10/1973;NA;SPEI_compilé
16/11/1973;NA;SPEI_compilé
16/12/1973;NA;SPEI_compilé
16/01/1974;NA;SPEI_compilé
15/02/1974;NA;SPEI_compilé
16/03/1974;NA;SPEI_compilé
16/04/1974;NA;SPEI_compilé
16/05/1974;NA;SPEI_compilé
16/06/1974;NA;SPEI_compilé
16/07/1974;NA;SPEI_compilé
16/08/1974;NA;SPEI_compilé
16/09/1974;NA;SPEI_compilé
16/10/1974;NA;SPEI_compilé
16/11/1974;NA;SPEI_compilé
16/12/1974;NA;SPEI_compilé
16/01/1975;NA;SPEI_compilé
15/02/1975;NA;SPEI_compilé
16/03/1975;NA;SPEI_compilé
16/04/1975;NA;SPEI_compilé
16/05/1975;NA;SPEI_compilé
16/06/1975;NA;SPEI_compilé
16/07/1975;NA;SPEI_compilé
16/08/1975;NA;SPEI_compilé
16/09/1975;NA;SPEI_compilé
16/10/1975;NA;SPEI_compilé
16/11/1975;NA;SPEI_compilé
16/12/1975;NA;SPEI_compilé
16/01/1976;NA;SPEI_compilé
15/02/1976;NA;SPEI_compilé
16/03/1976;NA;SPEI_compilé
16/04/1976;NA;SPEI_compilé
16/05/1976;NA;SPEI_compilé
16/06/1976;NA;SPEI_compilé
16/07/1976;NA;SPEI_compilé
16/08/1976;NA;SPEI_compilé
16/09/1976;NA;SPEI_compilé
16/10/1976;NA;SPEI_compilé
16/11/1976;NA;SPEI_compilé
16/12/1976;NA;SPEI_compilé
16/01/1977;NA;SPEI_compilé
15/02/1977;NA;SPEI_compilé
16/03/1977;NA;SPEI_compilé
16/04/1977;NA;SPEI_compilé
16/05/1977;NA;SPEI_compilé
16/06/1977;NA;SPEI_compilé
16/07/1977;NA;SPEI_compilé
16/08/1977;NA;SPEI_compilé
16/09/1977;NA;SPEI_compilé
16/10/1977;NA;SPEI_compilé
16/11/1977;NA;SPEI_compilé
16/12/1977;NA;SPEI_compilé
16/01/1978;NA;SPEI_compilé
15/02/1978;NA;SPEI_compilé
16/03/1978;NA;SPEI_compilé
16/04/1978;NA;SPEI_compilé
16/05/1978;NA;SPEI_compilé
16/06/1978;NA;SPEI_compilé
16/07/1978;NA;SPEI_compilé
16/08/1978;NA;SPEI_compilé
16/09/1978;NA;SPEI_compilé
16/10/1978;NA;SPEI_compilé
16/11/1978;NA;SPEI_compilé
16/12/1978;NA;SPEI_compilé
16/01/1979;NA;SPEI_compilé
15/02/1979;NA;SPEI_compilé
16/03/1979;NA;SPEI_compilé
16/04/1979;NA;SPEI_compilé
16/05/1979;NA;SPEI_compilé
16/06/1979;NA;SPEI_compilé
16/07/1979;NA;SPEI_compilé
16/08/1979;NA;SPEI_compilé
16/09/1979;NA;SPEI_compilé
16/10/1979;NA;SPEI_compilé
16/11/1979;NA;SPEI_compilé
16/12/1979;NA;SPEI_compilé
16/01/1980;NA;SPEI_compilé
15/02/1980;NA;SPEI_compilé
16/03/1980;NA;SPEI_compilé
16/04/1980;NA;SPEI_compilé
16/05/1980;NA;SPEI_compilé
16/06/1980;NA;SPEI_compilé
16/07/1980;NA;SPEI_compilé
16/08/1980;NA;SPEI_compilé
16/09/1980;NA;SPEI_compilé
16/10/1980;NA;SPEI_compilé
16/11/1980;NA;SPEI_compilé
16/12/1980;NA;SPEI_compilé
16/01/1981;NA;SPEI_compilé
15/02/1981;NA;SPEI_compilé
16/03/1981;NA;SPEI_compilé
16/04/1981;NA;SPEI_compilé
16/05/1981;NA;SPEI_compilé
16/06/1981;NA;SPEI_compilé
16/07/1981;NA;SPEI_compilé
16/08/1981;NA;SPEI_compilé
16/09/1981;NA;SPEI_compilé
16/10/1981;NA;SPEI_compilé
16/11/1981;NA;SPEI_compilé
16/12/1981;NA;SPEI_compilé
16/01/1982;NA;SPEI_compilé
15/02/1982;NA;SPEI_compilé
16/03/1982;NA;SPEI_compilé
16/04/1982;NA;SPEI_compilé
16/05/1982;NA;SPEI_compilé
16/06/1982;NA;SPEI_compilé
16/07/1982;NA;SPEI_compilé
16/08/1982;NA;SPEI_compilé
16/09/1982;NA;SPEI_compilé
16/10/1982;NA;SPEI_compilé
16/11/1982;NA;SPEI_compilé
16/12/1982;NA;SPEI_compilé
16/01/1983;NA;SPEI_compilé
15/02/1983;NA;SPEI_compilé
16/03/1983;NA;SPEI_compilé
16/04/1983;NA;SPEI_compilé
16/05/1983;NA;SPEI_compilé
16/06/1983;NA;SPEI_compilé
16/07/1983;NA;SPEI_compilé
16/08/1983;NA;SPEI_compilé
16/09/1983;NA;SPEI_compilé
16/10/1983;NA;SPEI_compilé
16/11/1983;NA;SPEI_compilé
16/12/1983;NA;SPEI_compilé
16/01/1984;NA;SPEI_compilé
15/02/1984;NA;SPEI_compilé
16/03/1984;NA;SPEI_compilé
16/04/1984;NA;SPEI_compilé
16/05/1984;NA;SPEI_compilé
16/06/1984;NA;SPEI_compilé
16/07/1984;NA;SPEI_compilé
16/08/1984;NA;SPEI_compilé
16/09/1984;NA;SPEI_compilé
16/10/1984;NA;SPEI_compilé
16/11/1984;NA;SPEI_compilé
16/12/1984;NA;SPEI_compilé
16/01/1985;NA;SPEI_compilé
15/02/1985;NA;SPEI_compilé
16/03/1985;NA;SPEI_compilé
16/04/1985;NA;SPEI_compilé
16/05/1985;NA;SPEI_compilé
16/06/1985;NA;SPEI_compilé
16/07/1985;NA;SPEI_compilé
16/08/1985;NA;SPEI_compilé
16/09/1985;NA;SPEI_compilé
16/10/1985;NA;SPEI_compilé
16/11/1985;NA;SPEI_compilé
16/12/1985;NA;SPEI_compilé
16/01/1986;NA;SPEI_compilé
15/02/1986;NA;SPEI_compilé
16/03/1986;NA;SPEI_compilé
16/04/1986;NA;SPEI_compilé
16/05/1986;NA;SPEI_compilé
16/06/1986;NA;SPEI_compilé
16/07/1986;NA;SPEI_compilé
16/08/1986;NA;SPEI_compilé
16/09/1986;NA;SPEI_compilé
16/10/1986;NA;SPEI_compilé
16/11/1986;NA;SPEI_compilé
16/12/1986;NA;SPEI_compilé
16/01/1987;NA;SPEI_compilé
15/02/1987;NA;SPEI_compilé
16/03/1987;NA;SPEI_compilé
16/04/1987;NA;SPEI_compilé
16/05/1987;NA;SPEI_compilé
16/06/1987;NA;SPEI_compilé
16/07/1987;NA;SPEI_compilé
16/08/1987;NA;SPEI_compilé
16/09/1987;NA;SPEI_compilé
16/10/1987;NA;SPEI_compilé
16/11/1987;NA;SPEI_compilé
16/12/1987;NA;SPEI_compilé
16/01/1988;NA;SPEI_compilé
15/02/1988;NA;SPEI_compilé
16/03/1988;NA;SPEI_compilé
16/04/1988;NA;SPEI_compilé
16/05/1988;NA;SPEI_compilé
16/06/1988;NA;SPEI_compilé
16/07/1988;NA;SPEI_compilé
16/08/1988;NA;SPEI_compilé
16/09/1988;NA;SPEI_compilé
16/10/1988;NA;SPEI_compilé
16/11/1988;NA;SPEI_compilé
16/12/1988;NA;SPEI_compilé
16/01/1989;NA;SPEI_compilé
15/02/1989;NA;SPEI_compilé
16/03/1989;NA;SPEI_compilé
16/04/1989;NA;SPEI_compilé
16/05/1989;NA;SPEI_compilé
16/06/1989;NA;SPEI_compilé
16/07/1989;NA;SPEI_compilé
16/08/1989;NA;SPEI_compilé
16/09/1989;NA;SPEI_compilé
16/10/1989;NA;SPEI_compilé
16/11/1989;NA;SPEI_compilé
16/12/1989;NA;SPEI_compilé
16/01/1990;NA;SPEI_compilé
15/02/1990;NA;SPEI_compilé
16/03/1990;NA;SPEI_compilé
16/04/1990;NA;SPEI_compilé
16/05/1990;NA;SPEI_compilé
16/06/1990;NA;SPEI_compilé
16/07/1990;NA;SPEI_compilé
16/08/1990;NA;SPEI_compilé
16/09/1990;NA;SPEI_compilé
16/10/1990;NA;SPEI_compilé
16/11/1990;NA;SPEI_compilé
16/12/1990;NA;SPEI_compilé
16/01/1991;NA;SPEI_compilé
15/02/1991;NA;SPEI_compilé
16/03/1991;NA;SPEI_compilé
16/04/1991;NA;SPEI_compilé
16/05/1991;NA;SPEI_compilé
16/06/1991;NA;SPEI_compilé
16/07/1991;NA;SPEI_compilé
16/08/1991;NA;SPEI_compilé
16/09/1991;NA;SPEI_compilé
16/10/1991;NA;SPEI_compilé
16/11/1991;NA;SPEI_compilé
16/12/1991;NA;SPEI_compilé
16/01/1992;NA;SPEI_compilé
15/02/1992;NA;SPEI_compilé
16/03/1992;NA;SPEI_compilé
16/04/1992;NA;SPEI_compilé
16/05/1992;NA;SPEI_compilé
16/06/1992;NA;SPEI_compilé
16/07/1992;NA;SPEI_compilé
16/08/1992;NA;SPEI_compilé
16/09/1992;NA;SPEI_compilé
16/10/1992;NA;SPEI_compilé
16/11/1992;NA;SPEI_compilé
16/12/1992;NA;SPEI_compilé
16/01/1993;NA;SPEI_compilé
15/02/1993;NA;SPEI_compilé
16/03/1993;NA;SPEI_compilé
16/04/1993;NA;SPEI_compilé
16/05/1993;NA;SPEI_compilé
16/06/1993;NA;SPEI_compilé
16/07/1993;NA;SPEI_compilé
16/08/1993;NA;SPEI_compilé
16/09/1993;NA;SPEI_compilé
16/10/1993;NA;SPEI_compilé
16/11/1993;NA;SPEI_compilé
16/12/1993;NA;SPEI_compilé
16/01/1994;NA;SPEI_compilé
15/02/1994;NA;SPEI_compilé
16/03/1994;NA;SPEI_compilé
16/04/1994;NA;SPEI_compilé
16/05/1994;NA;SPEI_compilé
16/06/1994;NA;SPEI_compilé
16/07/1994;NA;SPEI_compilé
16/08/1994;NA;SPEI_compilé
16/09/1994;NA;SPEI_compilé
16/10/1994;NA;SPEI_compilé
16/11/1994;NA;SPEI_compilé
16/12/1994;NA;SPEI_compilé
16/01/1995;NA;SPEI_compilé
15/02/1995;NA;SPEI_compilé
16/03/1995;NA;SPEI_compilé
16/04/1995;NA;SPEI_compilé
16/05/1995;NA;SPEI_compilé
16/06/1995;NA;SPEI_compilé
16/07/1995;NA;SPEI_compilé
16/08/1995;NA;SPEI_compilé
16/09/1995;NA;SPEI_compilé
16/10/1995;NA;SPEI_compilé
16/11/1995;NA;SPEI_compilé
16/12/1995;NA;SPEI_compilé
16/01/1996;NA;SPEI_compilé
15/02/1996;NA;SPEI_compilé
16/03/1996;NA;SPEI_compilé
16/04/1996;NA;SPEI_compilé
16/05/1996;NA;SPEI_compilé
16/06/1996;NA;SPEI_compilé
16/07/1996;NA;SPEI_compilé
16/08/1996;NA;SPEI_compilé
16/09/1996;NA;SPEI_compilé
16/10/1996;NA;SPEI_compilé
16/11/1996;NA;SPEI_compilé
16/12/1996;NA;SPEI_compilé
16/01/1997;NA;SPEI_compilé
15/02/1997;NA;SPEI_compilé
16/03/1997;NA;SPEI_compilé
16/04/1997;NA;SPEI_compilé
16/05/1997;NA;SPEI_compilé
16/06/1997;NA;SPEI_compilé
16/07/1997;NA;SPEI_compilé
16/08/1997;NA;SPEI_compilé
16/09/1997;NA;SPEI_compilé
16/10/1997;NA;SPEI_compilé
16/11/1997;NA;SPEI_compilé
16/12/1997;NA;SPEI_compilé
16/01/1998;NA;SPEI_compilé
15/02/1998;NA;SPEI_compilé
16/03/1998;NA;SPEI_compilé
16/04/1998;NA;SPEI_compilé
16/05/1998;NA;SPEI_compilé
16/06/1998;NA;SPEI_compilé
16/07/1998;NA;SPEI_compilé
16/08/1998;NA;SPEI_compilé
16/09/1998;NA;SPEI_compilé
16/10/1998;NA;SPEI_compilé
16/11/1998;NA;SPEI_compilé
16/12/1998;NA;SPEI_compilé
16/01/1999;NA;SPEI_compilé
15/02/1999;NA;SPEI_compilé
16/03/1999;NA;SPEI_compilé
16/04/1999;NA;SPEI_compilé
16/05/1999;NA;SPEI_compilé
16/06/1999;NA;SPEI_compilé
16/07/1999;NA;SPEI_compilé
16/08/1999;NA;SPEI_compilé
16/09/1999;NA;SPEI_compilé
16/10/1999;NA;SPEI_compilé
16/11/1999;NA;SPEI_compilé
16/12/1999;NA;SPEI_compilé
16/01/2000;NA;SPEI_compilé
15/02/2000;NA;SPEI_compilé
16/03/2000;NA;SPEI_compilé
16/04/2000;NA;SPEI_compilé
16/05/2000;NA;SPEI_compilé
16/06/2000;NA;SPEI_compilé
16/07/2000;NA;SPEI_compilé
16/08/2000;NA;SPEI_compilé
16/09/2000;NA;SPEI_compilé
16/10/2000;NA;SPEI_compilé
16/11/2000;NA;SPEI_compilé
16/12/2000;NA;SPEI_compilé
16/01/2001;NA;SPEI_compilé
15/02/2001;NA;SPEI_compilé
16/03/2001;NA;SPEI_compilé
16/04/2001;NA;SPEI_compilé
16/05/2001;NA;SPEI_compilé
16/06/2001;NA;SPEI_compilé
16/07/2001;NA;SPEI_compilé
16/08/2001;NA;SPEI_compilé
16/09/2001;NA;SPEI_compilé
16/10/2001;NA;SPEI_compilé
16/11/2001;NA;SPEI_compilé
16/12/2001;NA;SPEI_compilé
16/01/2002;NA;SPEI_compilé
15/02/2002;NA;SPEI_compilé
16/03/2002;NA;SPEI_compilé
16/04/2002;NA;SPEI_compilé
16/05/2002;NA;SPEI_compilé
16/06/2002;NA;SPEI_compilé
16/07/2002;NA;SPEI_compilé
16/08/2002;NA;SPEI_compilé
16/09/2002;NA;SPEI_compilé
16/10/2002;NA;SPEI_compilé
16/11/2002;NA;SPEI_compilé
16/12/2002;NA;SPEI_compilé
16/01/2003;NA;SPEI_compilé
15/02/2003;NA;SPEI_compilé
16/03/2003;NA;SPEI_compilé
16/04/2003;NA;SPEI_compilé
16/05/2003;NA;SPEI_compilé
16/06/2003;NA;SPEI_compilé
16/07/2003;NA;SPEI_compilé
16/08/2003;NA;SPEI_compilé
16/09/2003;NA;SPEI_compilé
16/10/2003;NA;SPEI_compilé
16/11/2003;NA;SPEI_compilé
16/12/2003;NA;SPEI_compilé
16/01/2004;NA;SPEI_compilé
15/02/2004;NA;SPEI_compilé
16/03/2004;NA;SPEI_compilé
16/04/2004;NA;SPEI_compilé
16/05/2004;NA;SPEI_compilé
16/06/2004;NA;SPEI_compilé
16/07/2004;NA;SPEI_compilé
16/08/2004;NA;SPEI_compilé
16/09/2004;NA;SPEI_compilé
16/10/2004;NA;SPEI_compilé
16/11/2004;NA;SPEI_compilé
16/12/2004;NA;SPEI_compilé
16/01/2005;NA;SPEI_compilé
15/02/2005;NA;SPEI_compilé
16/03/2005;NA;SPEI_compilé
16/04/2005;NA;SPEI_compilé
16/05/2005;NA;SPEI_compilé
16/06/2005;NA;SPEI_compilé
16/07/2005;NA;SPEI_compilé
16/08/2005;NA;SPEI_compilé
16/09/2005;NA;SPEI_compilé
16/10/2005;NA;SPEI_compilé
16/11/2005;NA;SPEI_compilé
16/12/2005;NA;SPEI_compilé
16/01/2006;NA;SPEI_compilé
15/02/2006;NA;SPEI_compilé
16/03/2006;NA;SPEI_compilé
16/04/2006;NA;SPEI_compilé
16/05/2006;NA;SPEI_compilé
16/06/2006;NA;SPEI_compilé
16/07/2006;NA;SPEI_compilé
16/08/2006;NA;SPEI_compilé
16/09/2006;NA;SPEI_compilé
16/10/2006;NA;SPEI_compilé
16/11/2006;NA;SPEI_compilé
16/12/2006;NA;SPEI_compilé
16/01/2007;NA;SPEI_compilé
15/02/2007;NA;SPEI_compilé
16/03/2007;NA;SPEI_compilé
16/04/2007;NA;SPEI_compilé
16/05/2007;NA;SPEI_compilé
16/06/2007;NA;SPEI_compilé
16/07/2007;NA;SPEI_compilé
